A,B,C,Desc
1.6,-2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.06,-1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.57,1.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.17,-0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.06,-0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.33,-1.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,0.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.1,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.72,0.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.49,-2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.95,-0.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,0.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.38,-1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,-2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.88,2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.47,-1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.4,-3.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.43,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.36,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.87,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,-0.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.01,-0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,-3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.19,-2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.36,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.06,-0.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.06,-2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.03,2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.17,2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.67,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.56,-3.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.07,1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.61,0,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.49,1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,1.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,2.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.3,-3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.64,-1.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.98,-2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.07,1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.92,-3.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,-3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.22,-1.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.74,2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.04,0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.45,3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.06,0.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.22,3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.08,3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.04,-2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.5,1.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.04,-0.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.95,-0.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.66,3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.1,0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.79,1.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.89,0.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,-3.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.82,-1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.28,-2.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.46,-0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,-3.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.98,-3.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,3.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.66,-2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,-3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.8,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.34,2.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.11,-0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.65,-0.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.83,0.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.33,1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,2.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.34,1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.46,0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.72,-3.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,-0.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.64,1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.03,0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,2.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-0.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.26,0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.49,3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.19,-0.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.73,-0.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.07,0.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.47,-0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.83,1.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,-0.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-2.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.35,-2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.3,2.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.65,2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,-3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.03,-1.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,-3.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.52,-3.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.04,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,3.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,-3.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,-1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.43,3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,-1.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.78,2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.75,-2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.4,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.65,1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,3.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.07,-2.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.35,0.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.51,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,3.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,1.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.35,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,-0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,-2.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,-1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.27,2.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,-1.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.12,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.22,-1.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.95,3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,2.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,-3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.11,-2.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.87,-0.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.46,-3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.1,0.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,3.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.05,-2.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.01,1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.79,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.82,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.92,-1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.5,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.42,0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,-0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.21,3.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.79,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.33,-2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,-1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.04,-1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,-1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.71,0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.64,1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,-3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.99,-0.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.54,3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.58,-2.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.57,3.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.48,-2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.16,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.19,3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.07,1.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,-3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.28,3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.25,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.47,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.48,3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.64,-1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.33,3.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.78,1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,-0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.06,0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,-2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.19,-1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.96,-1.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,-2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.64,-3.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.44,2.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.89,-0.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.16,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.59,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.02,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.46,-2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,-2.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.1,3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.45,0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.42,-0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,-3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.45,1.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.33,1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,-3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.57,1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.87,-1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1,-1.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,-1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.95,2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.4,3.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.28,-0.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.25,-2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.89,2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.16,1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.42,0.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.77,0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,1.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,1.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.34,2.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.84,-3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.95,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.34,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.77,-2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,-1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.87,-2.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,-0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.75,-0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.17,-3.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.17,-1.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.88,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.07,1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.05,2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,-3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.37,-1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.33,1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,2.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.73,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.5,-2.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,0.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.19,0.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.92,3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.54,-3.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.5,2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.68,1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.88,-3.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.83,0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,-2.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.28,-0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.28,-2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.27,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,1.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.35,-3.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.05,-1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.33,-1.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.4,3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.75,-2.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.7,2.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.36,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.38,0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,-3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.46,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.07,1.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.6,3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.04,-3.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.37,-3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.66,3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,-1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.82,2.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.76,-3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.25,-1.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.14,-1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.32,-2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.31,2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.25,-2.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.75,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.11,3.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,-2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.35,3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,-2.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,-0.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,-0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,-0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,-1.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.57,-0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,3.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.68,0.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,-3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.19,-2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.46,0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.35,0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.73,1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.19,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.37,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,2.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,-0.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.38,-1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,3.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.59,-0.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.7,0.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.1,-0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.16,-1.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,-3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,3.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.12,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.5,-2.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.1,1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.04,-0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.34,-0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-2.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.08,-2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.72,0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,-0.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.52,-1.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.23,-1.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.91,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.74,3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,-1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,-3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.84,-2.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,-2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.23,-1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.6,-2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
