A,B,C,Desc,Answer
0,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1818
-0.12,0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1819
1.32,2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1820
0.46,-3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1821
0.94,-3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1822
1.77,2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1823
-0.19,3.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1824
0.32,2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1825
1.58,-3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1826
1.29,-3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1827
-0.26,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1828
1.42,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1829
0.22,3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1830
0.71,-2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1831
1.56,-3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1832
0.09,2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1833
1.52,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1834
-0.11,-0.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1835
1.7,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1836
0.24,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1837
0.36,-2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1838
1.67,-0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1839
0.29,2.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1840
-0.36,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1841
1.28,3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1842
0.03,3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1843
-0.01,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1844
0.57,3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1845
-0.29,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1846
0.49,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1847
0.09,-3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1848
1.73,0.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1849
0.45,-3.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1850
0.08,-3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1851
-0.09,-1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1852
0.54,0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1853
1.53,-1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1854
1.13,2.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1855
0.32,-2.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1856
-0.19,-3.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1857
1.44,-0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1858
0.06,3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1859
1.68,-3.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1860
-0.15,-0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1861
1.16,-3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1862
1.93,-1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1863
0.4,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1864
0.37,-1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1865
0.98,-1.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1866
1.24,0.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1867
1.88,-1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1868
1.08,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1869
0.62,1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1870
-0.31,-0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1871
0.19,-0.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1872
0.03,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1873
1.66,1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1874
0.84,1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1875
0.12,3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1876
0.53,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1877
1.16,-3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1878
-0.3,2.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1879
-0.24,-3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1880
0.98,-0.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1881
0.76,1.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1882
0.89,-3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1883
-0.4,3.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1884
-0.21,-1.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1885
1.02,-0.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1886
1.13,-0.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1887
1.17,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1888
0.71,-2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1889
0.39,0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1890
1.62,-3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1891
1.18,1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1892
1.61,-3.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1893
1.4,3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1894
-0.39,-0.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1895
1.8,-0.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1896
0.01,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1897
1.62,-1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1898
1.01,-3.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1899
0.81,-0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1900
1.79,-3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1901
1.67,-2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1902
0.94,1.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1903
1.35,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1904
1.99,-3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1905
1.45,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1906
1.97,-1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1907
0.9,2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1908
1.52,-3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1909
1.11,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1910
1.6,1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1911
1.93,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1912
1.37,2.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1913
1.77,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1914
-0.42,-2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1915
1.6,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1916
1.67,-0.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1917
1.82,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1918
0.22,0,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1919
-0.07,0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1920
1.97,-3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1921
-0.29,1.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1922
0.51,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1923
0.67,-1.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1924
-0.06,1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1925
0.48,3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1926
0.78,-2.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1927
1.07,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1928
1.16,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1929
0.66,2.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1930
1.22,3.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1931
0.69,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1932
0.21,-0.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1933
1.13,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1934
0.47,-3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1935
1.16,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1936
0.78,3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1937
1.24,3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1938
0.88,1.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1939
0.75,3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1940
-0.33,-2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1941
0.04,1.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1942
0.66,-3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1943
-0.45,-0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1944
1.98,0.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1945
1.6,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1946
1.81,2.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1947
0.63,-0.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1948
0.09,-2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1949
1.52,-1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1950
1.51,2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1951
1.88,2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1952
-0.2,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1953
-0.38,-2.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1954
-0.22,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1955
1.9,0.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1956
-0.12,1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1957
-0.46,2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1958
1.8,1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1959
1.05,-0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1960
-0.1,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1961
1.41,-0.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1962
0.14,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1963
0.97,0.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1964
0.64,-1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1965
1.17,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1966
0.62,-1.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1967
-0.44,-2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1968
-0.29,-3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1969
1.97,2.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1970
-0.01,1.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1971
-0.1,-2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1972
-0.16,1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1973
-0.04,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1974
1.15,1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1975
1.24,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1976
1.3,-1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1977
0.16,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1978
-0.01,2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1979
0.9,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1980
1.31,-2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1981
-0.4,-0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1982
0.05,0.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1983
0.27,0.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1984
0.36,-0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1985
1.28,-2.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1986
0.41,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1987
1.41,-1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1988
1.27,-2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1989
0.03,0.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1990
0.42,0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1991
-0.2,1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1992
0.92,-0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1993
1.96,-3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1994
0.57,-3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1995
1.49,2.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1996
-0.49,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1997
0.43,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1998
0.92,3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1999
1.11,1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2000
-0.38,0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2001
-0.27,-2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2002
1.91,3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2003
-0.44,2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2004
0.34,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2005
1.01,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2006
-0.24,2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2007
0.44,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2008
0.16,-3.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2009
0.57,-2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2010
1.05,3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2011
0.32,-1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2012
1.8,-0.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2013
1.14,0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2014
0.63,-0.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2015
1.3,-2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2016
1.58,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2017
0.56,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2018
-0.26,1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2019
1.2,-2.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2020
1.23,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2021
0.39,1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2022
0.5,-3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2023
-0.2,1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2024
0.05,-2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2025
0.81,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2026
1.27,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2027
1.5,-3.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2028
1.33,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2029
0.76,3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2030
0.76,-3.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2031
0.39,-3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2032
1.7,-1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2033
1.49,-2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2034
1.27,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2035
1.3,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2036
1.45,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2037
-0.29,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2038
0.51,0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2039
-0.34,0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2040
0.73,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2041
-0.2,-3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2042
1.79,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2043
1.96,-3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2044
1.82,0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2045
0.82,-1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2046
1.55,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2047
1.25,-3.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2048
0.05,-3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2049
0.33,0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2050
0.13,-2.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2051
-0.07,-2.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2052
1.3,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2053
1.17,-2.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2054
1.63,1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2055
1.06,-0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2056
0.26,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2057
1.99,0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2058
-0.17,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2059
0.81,1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2060
-0.32,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2061
0.9,-0.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2062
1.26,2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2063
0.1,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2064
1.42,-1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2065
0.36,2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2066
1.86,-0.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2067
1.25,-0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2068
1.49,-0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2069
0.9,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2070
0.01,-2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2071
1.41,-1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2072
0.29,2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2073
0.81,2.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2074
0.21,1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2075
0.01,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2076
0.73,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2077
-0.04,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2078
0.87,-2.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2079
1.03,2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2080
1.25,-2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2081
0.41,-2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2082
0,-3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2083
0.12,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2084
1.44,-3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2085
1.53,-3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2086
0.04,-3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2087
0.53,-2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2088
-0.26,-0.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2089
0.22,2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2090
0.75,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2091
1.28,-1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2092
0.51,-1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2093
1.26,-0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2094
-0.13,-3.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2095
-0.22,2.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2096
1.53,-3.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2097
1.42,1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2098
1.17,-0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2099
1.71,-0.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2100
-0.36,3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2101
1.64,-1.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2102
0.01,3.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2103
-0.25,-3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2104
0.28,3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2105
0.21,2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2106
1.8,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2107
1.68,-2.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2108
1.73,3.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2109
-0.04,0.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2110
1.1,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2111
1.68,-0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2112
1.52,-3.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2113
1.6,-2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2114
0.06,-1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2115
1.57,1.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2116
-0.17,-0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2117
1.06,-0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2118
0.33,-1.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2119
0.94,0.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2120
1.1,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2121
0.72,0.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2122
